#44,56,69,75,25,81,[116,7]
#44,56,69,75,25,81,[88,7]
#44,56,69,75,25,81,[88,7]
#31,44,63,63,44,75,[88,2]
#38,50,56,69,31,75,[88,14]
38,50,56,56,19,56,[88,0]
38,50,56,56,19,69,[88,1]
38,50,56,50,19,69,[86,5]
31,44,50,63,19,69,[84,2]
31,44,50,69,31,69,[79,46]
38,50,56,56,31,56,[76,0]
25,31,56,50,19,56,[76,1]
38,50,56,63,31,69,[71,20]
25,31,50,50,19,63,[69,6]
25,31,50,50,19,38,[65,0]
38,44,50,56,19,75,[64,2]
31,38,50,56,19,69,[64,2]
31,44,50,50,19,63,[64,1]
31,44,50,56,19,63,[64,2]
31,44,50,56,19,56,[64,2]
25,31,50,50,19,44,[64,0]
25,31,50,44,19,44,[61,1]
25,38,50,56,19,56,[59,0]
25,38,50,50,19,63,[59,7]
31,44,50,63,19,63,[51,1]
31,44,50,56,19,56,[51,1]
25,38,50,44,19,56,[51,7]
31,44,50,50,19,69,[48,3]
25,31,44,38,19,44,[48,1]
31,44,50,50,19,56,[46,1]
31,44,50,69,19,50,[46,0]
25,31,44,50,19,56,[46,2]
25,31,44,50,31,56,[46,7]
25,31,44,44,19,31,[43,0]
25,31,38,44,19,44,[42,1]
38,50,56,69,31,69,[38,1]
25,38,44,50,19,50,[38,2]
25,31,44,56,19,56,[38,0]
25,31,44,50,19,50,[38,0]
25,31,44,44,19,31,[38,48]
25,31,44,44,19,19,[38,38]
25,31,38,50,19,50,[38,0]
25,31,38,50,19,44,[38,1]
25,31,38,44,19,31,[38,0]
31,44,38,56,19,69,[38,1]
25,38,38,50,19,56,[38,2]
25,31,38,56,19,56,[38,1]
25,31,38,56,19,44,[38,1]
25,31,38,50,19,31,[38,0]
25,31,38,31,19,31,[38,1]
38,31,38,69,19,56,[38,2]
25,38,38,50,19,56,[38,1]
25,31,38,56,19,25,[38,5]
25,31,38,50,19,19,[38,7]
38,31,38,56,19,56,[38,1]
25,31,38,44,31,50,[33,18]
25,31,38,50,19,50,[33,0]
25,31,38,50,19,50,[33,1]
25,31,38,44,19,44,[33,1]
25,31,38,44,19,31,[33,0]
25,31,38,50,19,19,[33,0]
31,44,38,63,19,56,[33,5]
25,31,38,38,19,31,[33,1]
25,31,38,50,19,31,[33,1]
25,31,38,69,25,56,[33,1]
31,44,38,69,19,69,[33,1]
25,38,38,44,19,44,[33,0]
25,38,38,44,19,38,[33,0]
25,31,31,50,19,44,[33,0]
25,31,31,44,19,31,[33,0]
25,31,31,44,19,31,[33,0]
25,31,31,50,19,50,[33,0]
25,31,31,50,19,19,[33,5]
25,31,31,50,31,44,[33,13]
25,31,31,50,19,38,[33,0]
25,38,31,50,19,38,[33,1]
25,31,31,56,19,19,[33,0]
25,69,31,56,19,56,[33,1]
25,31,25,31,19,44,[33,1]
25,31,25,56,19,19,[33,0]
25,38,25,56,19,44,[33,0]
25,31,25,69,19,56,[33,0]
25,31,25,50,19,44,[33,1]
25,31,25,44,19,44,[33,1]
25,31,25,50,19,25,[33,3]
25,31,25,50,19,44,[25,0]
