#44,56,63,69,19,81,[137,5]
#38,50,56,63,19,75,[122,1]
#31,44,50,69,19,63,[117,0]
#44,56,69,75,31,81,[115,6]
#38,50,56,69,25,69,[108,7]
#38,50,56,50,31,56,[104,15]
#38,50,56,38,19,69,[102,25]
#31,44,56,63,19,63,[102,7]
#38,50,56,69,19,69,[96,4]
38,50,56,63,19,69,[89,12]
25,31,38,38,19,56,[87,1]
38,50,56,50,19,63,[80,3]
31,44,50,63,19,63,[71,3]
25,38,44,38,19,38,[66,12]
31,31,50,56,19,69,[64,2]
25,31,38,31,19,25,[64,1]
25,38,44,38,19,50,[62,1]
38,50,56,63,19,69,[59,0]
25,38,44,44,19,56,[55,12]
38,50,56,63,31,69,[51,22]
25,31,38,50,31,50,[51,12]
25,38,44,38,19,25,[51,1]
25,38,44,63,25,63,[51,1]
25,38,44,44,25,50,[49,5]
31,44,50,63,31,75,[48,12]
31,44,50,56,19,63,[46,20]
25,38,44,56,31,44,[46,7]
25,31,31,44,25,38,[43,10]
25,31,38,50,25,38,[38,25]
25,31,31,44,25,50,[38,25]
31,44,50,69,19,63,[38,25]
25,31,38,38,19,56,[38,3]
38,44,56,69,31,69,[33,6]
25,31,38,38,19,31,[33,4]
25,31,38,50,19,44,[33,1]
38,50,63,63,19,69,[29,7]
25,38,44,38,38,38,[25,51]
31,44,50,38,44,63,[25,25]
25,31,38,38,31,38,[25,25]
25,31,31,38,19,38,[25,6]
25,31,38,38,19,31,[25,4]
25,31,31,31,19,25,[25,1]
25,31,38,38,19,31,[24,4]
25,31,38,31,31,44,[20,25]
38,44,56,50,31,63,[20,21]
25,31,38,38,31,50,[20,20]
25,38,44,56,19,56,[20,12]
25,31,31,38,31,44,[20,12]
31,44,50,56,19,50,[20,12]
31,44,50,56,44,69,[20,12]
25,31,31,25,19,25,[20,7]
38,50,56,69,19,81,[20,3]
25,38,44,50,19,44,[17,5]
25,31,38,38,19,38,[16,51]
25,31,38,44,25,50,[16,5]
25,31,38,56,19,44,[16,0]
25,38,44,38,31,44,[15,9]
25,31,38,38,19,25,[14,4]
25,31,38,31,19,25,[14,4]
31,44,50,56,19,69,[13,13]
25,31,38,38,31,56,[13,10]
25,31,31,31,25,31,[13,8]
25,31,38,38,19,44,[13,7]
25,31,38,38,19,31,[13,0]
31,44,50,50,50,44,[12,38]
25,31,38,38,44,25,[12,20]
25,38,44,44,19,56,[12,12]
25,38,44,44,19,56,[12,12]
25,31,38,31,31,38,[12,3]
38,44,50,63,19,56,[12,2]
25,31,31,31,31,25,[11,9]
25,31,31,31,38,31,[9,51]
25,31,38,44,19,44,[9,3]
25,31,31,31,19,31,[9,2]
25,31,31,31,31,38,[8,7]
38,50,56,44,31,50,[8,6]
25,31,38,44,25,44,[8,5]
25,31,31,44,19,31,[8,3]
25,31,31,44,19,31,[8,3]
25,31,38,38,19,31,[7,7]
31,44,50,56,19,56,[7,7]
38,50,56,75,19,81,[7,7]
25,31,31,38,19,38,[7,5]
38,50,56,69,19,63,[7,3]
25,38,44,38,19,38,[7,1]
31,44,50,50,19,63,[7,1]
25,31,31,38,19,31,[7,0]
25,31,38,38,31,31,[7,0]
25,31,31,38,31,38,[7,0]
25,31,38,38,19,25,[6,12]
31,44,50,63,19,56,[6,5]
25,31,38,44,31,44,[5,12]
38,50,56,56,31,50,[5,5]
25,31,31,31,19,25,[5,5]
31,44,50,63,19,31,[5,3]
25,31,38,31,19,38,[5,1]
25,31,38,44,19,38,[5,1]
25,31,38,44,19,31,[5,1]
25,38,50,63,31,63,[3,7]
25,31,38,38,19,31,[3,4]
25,38,44,38,19,50,[3,4]
25,38,44,50,19,31,[3,3]
25,38,44,38,63,44,[2,38]
25,31,38,31,19,38,[2,7]
25,38,44,69,19,44,[2,1]
25,31,38,44,19,44,[2,1]
25,31,38,38,44,25,[1,20]
25,31,38,44,31,44,[1,20]
25,31,31,31,19,31,[1,12]
25,31,31,31,19,31,[1,4]
25,31,38,56,19,63,[1,2]
25,31,38,44,31,44,[0,20]
