RB1, thurman THOMAS, Face=0x83, #34, 38, 69, 63, 25, 75, 50 ,[10, 7, 8, 8 ]
RB1, ivy joe HUNTER, Face=0xc0, #45, 38, 69, 31, 50, 50, 25 ,[3, 2, 2, 2 ]
RB2, marcus ALLEN, Face=0x8b, #32, 38, 69, 56, 25, 50, 31 ,[6, 3, 9, 2 ]
RB2, rod BERNSTINE, Face=0x82, #82, 44, 69, 25, 44, 50, 19 ,[4, 1, 5, 0 ]
RB2, ricky SANDERS, Face=0xc9, #83, 44, 69, 56, 13, 81, 56 ,[1, 8, 10, 8 ]
RB2, david MEGGETT, Face=0xb0, #30, 38, 69, 56, 19, 75, 50 ,[7, 6, 8, 6 ]
RB2, roy GREEN, Face=0xc7, #81, 38, 69, 44, 13, 50, 56 ,[1, 4, 9, 10 ]
RB2, michael HAYNES, Face=0x92, #81, 25, 69, 25, 13, 50, 50 ,[1, 4, 7, 4 ]
RB4, ronnie HARMON, Face=0xbc, #33, 38, 69, 31, 25, 50, 50 ,[4, 4, 4, 8 ]
RB4, johnny BAILEY, Face=0x99, #22, 38, 69, 56, 25, 50, 38 ,[5, 3, 5, 0 ]
RB4, mel GRAY, Face=0x86, #23, 38, 69, 56, 19, 50, 50 ,[6, 4, 7, 2 ]
RB1, sammie SMITH, Face=0x8d, #33, 44, 69, 38, 63, 50, 25 ,[7, 2, 9, 0 ]
RB1, marvin ALLEN, Face=0x92, #39, 44, 69, 25, 38, 50, 25 ,[3, 2, 5, 0 ]
RB1, blair THOMAS, Face=0xaa, #32, 38, 69, 44, 25, 50, 31 ,[4, 3, 5, 4 ]
RB1, james BROOKS, Face=0x80, #21, 38, 69, 56, 31, 50, 38 ,[10, 4, 8, 2 ]
RB1, kevin MACK, Face=0xc0, #34, 44, 69, 31, 88, 50, 44 ,[4, 3, 4, 6 ]
RB1, lorenzo WHITE, Face=0xbf, #44, 38, 69, 44, 38, 19, 44 ,[4, 5, 8, 0 ]
RB1, merril HOGE, Face=0x13, #33, 38, 69, 38, 38, 81, 44 ,[6, 4, 5, 8 ]
RB1, bobby HUMPHREY, Face=0x8c, #26, 38, 69, 63, 38, 50, 38 ,[9, 4, 6, 2 ]
RB1, christian OKOYE, Face=0x88, #35, 63, 75, 50, 94, 50, 19 ,[8, 1, 5, 0 ]
RB1, bo JACKSON, Face=0x9a, #34, 38, 69, 75, 31, 81, 19 ,[12, 1, 9, 0 ]
RB1, marion BUTTS, Face=0x90, #35, 38, 69, 63, 38, 50, 25 ,[7, 2, 4, 2 ]
RB1, john l. WILLIAMS, Face=0x91, #32, 44, 69, 25, 38, 50, 63 ,[6, 8, 7, 12 ]
RB1, earnest BYNER, Face=0xc6, #21, 38, 69, 50, 25, 81, 38 ,[8, 4, 8, 4 ]
RB1, ottis ANDERSON, Face=0x93, #24, 56, 69, 50, 88, 75, 31 ,[7, 3, 7, 4 ]
RB1, keith BYARS, Face=0x8f, #41, 38, 69, 31, 38, 50, 69 ,[3, 9, 8, 12 ]
RB1, johnny JOHNSON, Face=0x3d, #39, 38, 69, 50, 38, 50, 38 ,[7, 3, 6, 2 ]
RB1, emmitt SMITH, Face=0xa2, #22, 38, 69, 56, 31, 50, 38 ,[7, 3, 6, 3 ]
RB1, brad MUSTER, Face=0x40, #25, 44, 69, 25, 94, 50, 56 ,[6, 5, 7, 8 ]
RB1, barry SANDERS, Face=0x9b, #20, 38, 69, 69, 25, 69, 44 ,[12, 3, 8, 6 ]
RB1, keith WOODSIDE, Face=0x86, #33, 38, 69, 44, 31, 50, 31 ,[4, 3, 6, 2 ]
RB1, herschel WALKER, Face=0x80, #34, 38, 69, 44, 63, 50, 44 ,[7, 4, 7, 4 ]
RB1, gary ANDERSON, Face=0xcc, #40, 38, 69, 50, 25, 50, 50 ,[6, 6, 5, 6 ]
RB1, roger CRAIG, Face=0xd0, #33, 38, 69, 50, 25, 50, 44 ,[6, 7, 7, 2 ]
RB1, cleveland GARY, Face=0x94, #43, 38, 69, 50, 38, 38, 38 ,[8, 4, 6, 2 ]
RB1, craig HEYWARD, Face=0xb8, #34, 44, 69, 25, 94, 50, 31 ,[7, 3, 6, 4 ]
RB1, mike ROZIER, Face=0xc7, #30, 38, 69, 50, 25, 50, 31 ,[5, 2, 5, 1 ]
RB2, neal ANDERSON, Face=0x88, #35, 50, 69, 63, 50, 50, 50 ,[8, 5, 8, 7 ]
RB3, kenneth DAVIS, Face=0xa5, #23, 38, 69, 25, 19, 50, 31 ,[5, 2, 7, 2 ]
RB3, anthony JOHNSON, Face=0x92, #23, 38, 69, 31, 25, 50, 25 ,[3, 1, 3, 2 ]
RB3, marc LOGAN, Face=0x85, #20, 44, 69, 38, 44, 50, 25 ,[5, 2, 7, 0 ]
RB3, george ADAMS, Face=0xc3, #33, 38, 69, 31, 31, 50, 25 ,[3, 2, 6, 2 ]
RB3, brad BAXTER, Face=0x90, #30, 44, 69, 31, 31, 50, 25 ,[3, 2, 5, 0 ]
RB3, harold GREEN, Face=0xa3, #28, 38, 69, 38, 31, 50, 25 ,[5, 2, 7, 0 ]
RB3, leroy HOARD, Face=0x88, #33, 44, 69, 25, 31, 50, 25 ,[3, 1, 4, 0 ]
RB3, allen PINKETT, Face=0x9c, #20, 38, 69, 38, 25, 81, 25 ,[3, 2, 7, 0 ]
RB3, tim WORLEY, Face=0xa3, #38, 38, 69, 38, 31, 81, 25 ,[4, 2, 5, 0 ]
RB3, sammy WINDER, Face=0xb2, #23, 44, 69, 25, 31, 50, 25 ,[4, 2, 7, 1 ]
RB3, todd MCNAIR, Face=0xa4, #48, 38, 69, 38, 25, 50, 44 ,[3, 4, 8, 6 ]
RB3, steve SMITH, Face=0x8d, #35, 44, 69, 25, 50, 50, 31 ,[5, 3, 7, 0 ]
RB3, joe CARAVELLO, Face=0x14, #46, 38, 69, 25, 44, 50, 25 ,[3, 3, 3, 0 ]
RB3, james JONES, Face=0xa2, #30, 38, 69, 38, 31, 50, 25 ,[3, 2, 6, 0 ]
RB3, gerald RIGGS, Face=0x9c, #37, 44, 69, 31, 81, 81, 19 ,[6, 1, 7, 0 ]
RB3, maurice CARTHON, Face=0x96, #44, 44, 69, 25, 44, 50, 25 ,[4, 2, 8, 2 ]
RB3, anthony TONEY, Face=0xc5, #25, 38, 69, 31, 38, 50, 25 ,[5, 2, 7, 2 ]
RB3, ron WOLFLEY, Face=0x4f, #24, 38, 69, 38, 38, 50, 25 ,[3, 1, 3, 0 ]
RB3, alonzo HIGHSMITH, Face=0xbf, #32, 38, 69, 38, 38, 50, 44 ,[3, 1, 3, 1 ]
RB3, mark GREEN, Face=0xa1, #31, 38, 69, 31, 25, 50, 25 ,[4, 1, 5, 0 ]
RB3, james WILDER, Face=0x98, #34, 44, 69, 31, 25, 50, 25 ,[3, 1, 6, 0 ]
RB3, darrell THOMPSON, Face=0x9d, #39, 38, 69, 38, 31, 50, 19 ,[4, 1, 3, 0 ]
RB3, jessie CLARK, Face=0x8b, #33, 38, 69, 31, 31, 50, 25 ,[5, 2, 5, 2 ]
RB3, bruce PERKINS, Face=0x80, #32, 38, 69, 31, 31, 50, 25 ,[3, 2, 4, 0 ]
RB3, dexter CARTER, Face=0x97, #35, 38, 69, 44, 19, 50, 38 ,[6, 5, 7, 2 ]
RB3, gaston GREEN, Face=0x81, #44, 38, 69, 44, 25, 50, 25 ,[3, 2, 7, 0 ]
RB3, rueben MAYES, Face=0xc1, #36, 38, 69, 44, 25, 50, 31 ,[6, 2, 8, 2 ]
RB3, steve BROUSSARD, Face=0x9f, #34, 38, 69, 38, 25, 50, 31 ,[4, 2, 5, 2 ]
