RB2, jamie MUELLER, Face=0x51, #41, 44, 69, 25, 88, 50, 25 ,[5, 3, 6, 2 ]
RB2, albert BENTLEY, Face=0x96, #20, 38, 69, 44, 31, 50, 63 ,[5, 5, 4, 10 ]
RB2, tony PAIGE, Face=0xb4, #49, 44, 69, 31, 88, 50, 44 ,[4, 5, 7, 6 ]
RB2, john STEPHENS, Face=0x84, #44, 44, 69, 31, 50, 50, 31 ,[5, 3, 5, 4 ]
RB2, freeman MCNEIL, Face=0xab, #24, 38, 69, 38, 19, 50, 25 ,[4, 2, 6, 2 ]
RB2, ickey WOODS, Face=0xc5, #30, 44, 69, 31, 81, 50, 31 ,[7, 3, 7, 2 ]
RB2, eric METCALF, Face=0x8d, #21, 38, 69, 38, 25, 50, 56 ,[3, 5, 4, 6 ]
RB2, ernest GIVINS, Face=0x89, #81, 44, 69, 56, 13, 81, 75 ,[1, 10, 12, 8 ]
RB2, warren WILLIAMS, Face=0xc7, #42, 38, 69, 38, 31, 81, 44 ,[5, 4, 5, 0 ]
RB2, steve SEWELL, Face=0x83, #30, 38, 69, 25, 25, 50, 50 ,[3, 5, 8, 2 ]
RB2, barry WORD, Face=0xd2, #23, 50, 69, 31, 75, 50, 19 ,[6, 1, 6, 0 ]
RB2, derrick FENNER, Face=0x92, #44, 56, 69, 25, 75, 50, 25 ,[6, 2, 6, 2 ]
RB2, heath SHERMAN, Face=0xcd, #23, 38, 69, 38, 38, 31, 31 ,[6, 3, 7, 2 ]
RB2, tommie AGEE, Face=0xc5, #34, 38, 69, 25, 44, 50, 44 ,[4, 4, 6, 5 ]
RB2, aubrey MATTHEWS, Face=0xad, #83, 25, 69, 19, 13, 50, 50 ,[1, 4, 7, 4 ]
RB2, michael HADDIX, Face=0x98, #35, 38, 69, 25, 94, 50, 25 ,[5, 2, 6, 1 ]
RB2, rick FENNEY, Face=0x2b, #31, 38, 69, 38, 38, 50, 25 ,[3, 2, 4, 0 ]
RB2, reggie COBB, Face=0xc7, #33, 44, 69, 25, 94, 50, 44 ,[5, 5, 3, 6 ]
RB2, tom RATHMAN, Face=0x32, #44, 44, 69, 25, 94, 50, 56 ,[5, 9, 6, 4 ]
RB2, curt WARNER, Face=0x83, #21, 38, 69, 38, 31, 50, 25 ,[4, 2, 5, 0 ]
RB2, dalton HILLIARD, Face=0xc3, #21, 38, 69, 50, 25, 50, 25 ,[5, 2, 7, 2 ]
RB4, don SMITH, Face=0x8b, #30, 38, 69, 25, 19, 50, 31 ,[3, 3, 8, 2 ]
RB4, ken CLARK, Face=0xc6, #32, 38, 69, 38, 25, 50, 25 ,[4, 1, 2, 2 ]
RB4, troy STRADFORD, Face=0x8e, #23, 38, 69, 38, 25, 50, 38 ,[3, 4, 7, 0 ]
RB4, mosi TATUPU, Face=0x47, #30, 38, 69, 31, 31, 50, 25 ,[3, 2, 3, 0 ]
RB4, johnny HECTOR, Face=0x8b, #34, 38, 69, 44, 19, 50, 25 ,[2, 2, 5, 0 ]
RB4, s. JENNINGS, Face=0xab, #36, 38, 69, 38, 25, 50, 25 ,[4, 2, 6, 0 ]
RB4, brent FULLWOOD, Face=0xc7, #29, 44, 69, 25, 38, 50, 25 ,[3, 1, 3, 0 ]
RB4, victor JONES, Face=0x83, #37, 38, 69, 38, 25, 81, 25 ,[3, 2, 4, 0 ]
RB4, richard BELL, Face=0xc3, #21, 38, 69, 31, 19, 81, 25 ,[2, 2, 6, 0 ]
RB4, melvin BRATTON, Face=0xbc, #32, 44, 69, 25, 44, 50, 38 ,[3, 4, 8, 2 ]
RB4, bill JONES, Face=0x91, #43, 38, 69, 25, 38, 50, 38 ,[3, 3, 6, 2 ]
RB4, greg BELL, Face=0xa6, #28, 44, 69, 31, 38, 50, 19 ,[4, 1, 7, 0 ]
RB4, chris WARREN, Face=0xc1, #42, 38, 69, 38, 31, 50, 25 ,[3, 2, 4, 0 ]
RB4, kelvin BRYANT, Face=0xa3, #24, 38, 69, 44, 19, 81, 38 ,[3, 4, 8, 2 ]
RB4, rodney HAMPTON, Face=0xb2, #27, 38, 69, 31, 38, 63, 38 ,[5, 4, 7, 6 ]
RB4, robert DRUMMOND, Face=0x85, #36, 38, 69, 38, 31, 50, 25 ,[3, 2, 7, 0 ]
RB4, vai SIKAHEMA, Face=0x8a, #36, 44, 69, 38, 25, 50, 31 ,[3, 2, 5, 0 ]
RB4, robert PERRYMAN, Face=0xae, #39, 38, 69, 31, 38, 50, 25 ,[5, 1, 4, 1 ]
RB4, herman FONTENOT, Face=0x8b, #27, 38, 69, 38, 25, 50, 38 ,[3, 4, 3, 0 ]
RB4, alfred ANDERSON, Face=0x8d, #46, 38, 69, 31, 31, 50, 25 ,[4, 2, 5, 1 ]
RB4, john HARVEY, Face=0x97, #26, 38, 69, 38, 25, 50, 25 ,[3, 2, 3, 1 ]
RB4, harry SYDNEY, Face=0xa0, #24, 38, 69, 44, 25, 50, 31 ,[6, 4, 8, 1 ]
RB4, buford MCGEE, Face=0x8d, #24, 38, 69, 44, 31, 50, 50 ,[3, 6, 7, 6 ]
RB4, gil FENERTY, Face=0x34, #22, 38, 69, 44, 25, 50, 31 ,[5, 3, 8, 4 ]
RB4, keith JONES, Face=0x99, #38, 38, 69, 38, 31, 50, 25 ,[3, 1, 5, 1 ]
