# OL men
25,69,19,81
25,69,38,75
25,69,38,75
25,69,25,75
25,69,25,75
25,69,50,69
25,69,44,69
25,69,44,69
25,69,44,69
25,69,44,69
25,69,44,69
25,69,44,69
25,69,38,69
25,69,38,69
25,69,38,69
25,69,38,69
25,69,31,69
25,69,31,69
25,69,31,69
25,69,31,69
25,69,31,69
25,69,25,69
25,69,25,69
25,69,25,69
25,69,19,69
25,69,50,63
25,69,50,63
25,69,50,63
25,69,50,63
25,69,38,63
25,69,38,63
25,69,38,63
25,69,38,63
25,69,31,63
25,69,31,63
25,69,31,63
25,69,31,63
25,69,31,63
25,69,25,63
25,69,25,63
25,69,25,63
25,69,25,63
25,69,19,63
25,69,19,63
25,69,19,63
25,69,38,56
25,69,38,56
25,69,38,56
25,69,38,56
25,69,38,56
25,69,31,56
25,69,31,56
25,69,31,56
25,69,31,56
25,69,31,56
25,69,31,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,25,56
25,69,19,56
25,69,19,56
25,69,50,50
25,69,44,50
25,69,44,50
25,69,44,50
25,69,44,50
25,69,44,50
25,69,44,50
25,69,38,50
25,69,38,50
25,69,38,50
25,69,38,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,31,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,25,50
25,69,19,50
25,69,19,50
25,69,19,50
25,69,19,50
69,31,44,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,38,44
25,69,31,44
25,69,31,44
25,69,31,44
25,69,31,44
25,69,31,44
25,69,25,44
25,69,25,44
25,69,19,44
25,69,38,38
25,69,38,38
25,69,38,38
25,69,38,38
25,69,31,38
25,69,31,38
25,69,31,38
25,69,31,38
25,69,31,38
25,69,25,38
25,69,25,38
25,69,19,38
25,69,19,38
25,69,38,31

