WR1, james LOFTON, Face=0x81, #80, 25, 69, 38, 13, 50, 56 ,[1, 8, 13, 6 ]
WR2, andre REED, Face=0xb6, #83, 25, 69, 56, 13, 56, 69 ,[1, 9, 10, 10 ]
WR3, don BEEBE, Face=0x40, #82, 25, 69, 44, 13, 50, 44 ,[1, 4, 13, 2 ]
WR4, al EDWARDS, Face=0x9a, #85, 25, 69, 19, 13, 50, 44 ,[1, 4, 7, 2 ]
NT, jeff WRIGHT, Face=0xb, #91, 25, 31, 31, 50, 19, 19 ,[25, 18 ]
WR1, bill BROOKS, Face=0xab, #80, 38, 69, 38, 13, 50, 69 ,[1, 5, 5, 10 ]
WR2, jessie HESTER, Face=0xa5, #84, 44, 69, 38, 13, 50, 63 ,[1, 4, 7, 10 ]
WR3, clarence VERDIN, Face=0x9f, #83, 38, 69, 38, 13, 50, 44 ,[1, 3, 6, 2 ]
WR4, stanley MORGAN, Face=0xbd, #88, 25, 69, 25, 13, 50, 44 ,[1, 3, 7, 2 ]
WR1, mark CLAYTON, Face=0xd0, #83, 31, 69, 44, 13, 50, 69 ,[1, 5, 10, 6 ]
WR2, mark DUPER, Face=0x84, #85, 38, 69, 50, 13, 50, 63 ,[1, 6, 11, 8 ]
WR3, fred BANKS, Face=0xb3, #86, 25, 69, 19, 13, 50, 44 ,[1, 9, 8, 0 ]
WR4, tony MARTIN, Face=0xa2, #89, 25, 69, 25, 13, 50, 50 ,[1, 8, 10, 2 ]
WR1, irving FRYAR, Face=0xaa, #80, 31, 69, 31, 13, 50, 63 ,[1, 5, 8, 10 ]
WR2, hart lee DYKES, Face=0x91, #88, 31, 69, 31, 13, 50, 50 ,[1, 4, 7, 6 ]
WR3, greg MCMURTY, Face=0x8e, #19, 25, 69, 19, 13, 50, 50 ,[1, 4, 6, 2 ]
WR4, sammy MARTIN, Face=0x36, #82, 25, 69, 25, 13, 50, 44 ,[1, 3, 7, 2 ]
WR1, al TOON, Face=0x86, #88, 31, 69, 44, 13, 50, 69 ,[1, 5, 7, 10 ]
WR2, rob MOORE, Face=0x8d, #85, 31, 69, 31, 13, 50, 50 ,[1, 4, 8, 8 ]
WR3, terance MATHIS, Face=0xa1, #81, 25, 69, 19, 13, 50, 44 ,[1, 3, 6, 2 ]
WR4, jojo TOWNSELL, Face=0xb0, #83, 25, 69, 19, 13, 50, 44 ,[1, 3, 7, 0 ]
WR1, tim MCGEE, Face=0x91, #85, 31, 69, 31, 13, 50, 56 ,[1, 7, 12, 10 ]
WR2, eddie BROWN, Face=0xc1, #81, 31, 69, 38, 13, 50, 56 ,[1, 7, 11, 6 ]
WR3, kendal SMITH, Face=0xb0, #83, 25, 69, 25, 13, 50, 44 ,[1, 5, 7, 2 ]
WR4, mike BARBER, Face=0x12, #86, 25, 69, 25, 13, 50, 44 ,[1, 5, 10, 2 ]
WR1, w. SLAUGHTER, Face=0xa9, #84, 31, 69, 38, 13, 50, 63 ,[1, 5, 8, 6 ]
WR2, reggie LANGHORNE, Face=0xb8, #88, 25, 69, 25, 13, 50, 50 ,[1, 4, 7, 6 ]
WR3, vernon JOINES, Face=0xc2, #80, 25, 69, 19, 13, 50, 44 ,[1, 3, 7, 0 ]
WR4, brian BRENNAN, Face=0x22, #86, 25, 69, 19, 13, 50, 44 ,[1, 4, 7, 6 ]
SS, felix WRIGHT, Face=0x85, #22, 25, 31, 38, 38, 50, 44 ,[28, 200 ]
WR1, haywood JEFFRIES, Face=0x9b, #84, 38, 69, 50, 13, 81, 75 ,[1, 10, 12, 8 ]
WR2, drew HILL, Face=0xc7, #85, 44, 69, 63, 13, 81, 75 ,[1, 10, 12, 8 ]
WR3, doug LLOYD, Face=0x4f, #35, 38, 69, 38, 25, 81, 25 ,[3, 2, 4, 0 ]
